dataset,class_label,record_id,n_samples,full_min,full_max,full_clip,full_clip_ratio,body_min,body_max,body_clip,body_clip_ratio
xmodelmatch_val,seg,0175_AFF_05091_60s_17390000ms,60000,1338,2537,0,0.0,1338,2537,0,0.0
xmodelmatch_val,seg,0176_AFF_05091_60s_17400000ms,60000,1338,2537,0,0.0,1338,2537,0,0.0
xmodelmatch_val,seg,0177_AFF_05091_60s_17410000ms,60000,1338,2537,0,0.0,1338,2537,0,0.0
xmodelmatch_val,seg,0178_AFF_08215_60s_10220000ms,60000,1768,2132,0,0.0,1768,2132,0,0.0
xmodelmatch_val,seg,0179_AFF_08215_60s_11220000ms,60000,1774,2137,0,0.0,1774,2137,0,0.0
xmodelmatch_val,seg,0180_AFF_08215_60s_13340000ms,60000,1758,2237,0,0.0,1758,2237,0,0.0
xmodelmatch_val,seg,0181_AFF_08215_60s_18680000ms,60000,1722,2240,0,0.0,1722,2240,0,0.0
xmodelmatch_val,seg,0182_AFF_08215_60s_21920000ms,60000,1888,2170,0,0.0,1888,2170,0,0.0
xmodelmatch_val,seg,0183_AFF_08215_60s_22750000ms,60000,1894,2108,0,0.0,1894,2108,0,0.0
xmodelmatch_val,seg,0184_AFF_08215_60s_24890000ms,60000,1762,2164,0,0.0,1762,2164,0,0.0
xmodelmatch_val,seg,0185_AFF_08215_60s_25060000ms,60000,1751,2148,0,0.0,1751,2148,0,0.0
xmodelmatch_val,seg,0186_AFF_08215_60s_26700000ms,60000,1859,2197,0,0.0,1889,2197,0,0.0
xmodelmatch_val,seg,0187_AFF_08215_60s_26850000ms,60000,1876,2120,0,0.0,1876,2120,0,0.0
xmodelmatch_val,seg,0188_AFF_08215_60s_27550000ms,60000,1874,2126,0,0.0,1874,2126,0,0.0
xmodelmatch_val,seg,0189_AFF_08219_60s_13260000ms,60000,1947,2135,0,0.0,1947,2135,0,0.0
xmodelmatch_val,seg,0190_AFF_08219_60s_13760000ms,60000,1927,2158,0,0.0,1927,2158,0,0.0
xmodelmatch_val,seg,0191_AFF_08219_60s_14170000ms,60000,1920,2154,0,0.0,1920,2154,0,0.0
xmodelmatch_val,seg,0192_AFF_08219_60s_14940000ms,60000,1780,2271,0,0.0,1780,2226,0,0.0
xmodelmatch_val,seg,0193_AFF_08219_60s_15280000ms,60000,1931,2164,0,0.0,1931,2164,0,0.0
xmodelmatch_val,seg,0194_AFF_08219_60s_17830000ms,60000,1937,2164,0,0.0,1940,2164,0,0.0
xmodelmatch_val,seg,0195_AFF_08219_60s_18370000ms,60000,1898,2171,0,0.0,1898,2171,0,0.0
xmodelmatch_val,seg,0196_AFF_08219_60s_20570000ms,60000,1907,2173,0,0.0,1907,2173,0,0.0
xmodelmatch_val,seg,0197_AFF_08219_60s_21250000ms,60000,1889,2206,0,0.0,1889,2206,0,0.0
xmodelmatch_val,seg,0198_AFF_08219_60s_22430000ms,60000,1936,2137,0,0.0,1936,2137,0,0.0
xmodelmatch_val,seg,0199_AFF_08219_60s_23340000ms,60000,1942,2160,0,0.0,1942,2160,0,0.0
xmodelmatch_train,seg,0000_NSR_16265_60s_1640000ms,60000,1845,2810,0,0.0,1845,2796,0,0.0
xmodelmatch_train,seg,0001_NSR_16265_60s_3280000ms,60000,1830,2825,0,0.0,1830,2825,0,0.0
xmodelmatch_train,seg,0002_NSR_16265_60s_5450000ms,60000,1825,2862,0,0.0,1825,2836,0,0.0
xmodelmatch_train,seg,0003_NSR_16265_60s_14140000ms,60000,1832,2846,0,0.0,1832,2846,0,0.0
xmodelmatch_train,seg,0004_NSR_16265_60s_16070000ms,60000,1770,2869,0,0.0,1770,2869,0,0.0
xmodelmatch_train,seg,0005_NSR_16265_60s_28770000ms,60000,1809,2850,0,0.0,1809,2850,0,0.0
xmodelmatch_train,seg,0006_NSR_16265_60s_33930000ms,60000,1818,3001,0,0.0,1818,2845,0,0.0
xmodelmatch_train,seg,0007_NSR_16265_60s_42510000ms,60000,1857,2834,0,0.0,1857,2834,0,0.0
xmodelmatch_train,seg,0008_NSR_16265_60s_49070000ms,60000,1815,2860,0,0.0,1815,2860,0,0.0
xmodelmatch_train,seg,0009_NSR_16265_60s_49520000ms,60000,1823,2850,0,0.0,1823,2850,0,0.0
xmodelmatch_train,seg,0010_NSR_16265_60s_60410000ms,60000,1802,2869,0,0.0,1802,2869,0,0.0
xmodelmatch_train,seg,0011_NSR_16265_60s_65230000ms,60000,1791,2860,0,0.0,1791,2860,0,0.0
xmodelmatch_train,seg,0012_NSR_16265_60s_65690000ms,60000,1363,2799,0,0.0,1899,2799,0,0.0
xmodelmatch_train,seg,0013_NSR_16265_60s_66760000ms,60000,1907,2798,0,0.0,1907,2798,0,0.0
xmodelmatch_train,seg,0014_NSR_16265_60s_67300000ms,60000,1908,2802,0,0.0,1908,2802,0,0.0
xmodelmatch_train,seg,0015_NSR_16265_60s_67640000ms,60000,1878,2813,0,0.0,1878,2813,0,0.0
xmodelmatch_train,seg,0016_NSR_16265_60s_69100000ms,60000,1867,2803,0,0.0,1867,2803,0,0.0
xmodelmatch_train,seg,0017_NSR_16265_60s_73170000ms,60000,1810,2846,0,0.0,1810,2846,0,0.0
xmodelmatch_train,seg,0018_NSR_16272_60s_2290000ms,60000,1863,2413,0,0.0,1863,2413,0,0.0
xmodelmatch_train,seg,0019_NSR_16272_60s_2680000ms,60000,1868,2395,0,0.0,1868,2395,0,0.0
xmodelmatch_train,seg,0020_NSR_16272_60s_3200000ms,60000,1861,2407,0,0.0,1861,2407,0,0.0
xmodelmatch_train,seg,0021_NSR_16272_60s_8880000ms,60000,1787,2402,0,0.0,1787,2402,0,0.0
xmodelmatch_train,seg,0022_NSR_16272_60s_10150000ms,60000,1850,2408,0,0.0,1850,2408,0,0.0
xmodelmatch_train,seg,0023_NSR_16272_60s_11180000ms,60000,1865,2448,0,0.0,1865,2448,0,0.0
xmodelmatch_train,seg,0024_NSR_16272_60s_21100000ms,60000,533,3583,0,0.0,533,3583,0,0.0
xmodelmatch_train,seg,0025_NSR_16272_60s_25120000ms,60000,1656,2462,0,0.0,1656,2462,0,0.0
xmodelmatch_train,seg,0026_NSR_16272_60s_25400000ms,60000,1868,2443,0,0.0,1868,2443,0,0.0
xmodelmatch_train,seg,0027_NSR_16272_60s_29740000ms,60000,1839,2436,0,0.0,1839,2436,0,0.0
xmodelmatch_train,seg,0028_NSR_16272_60s_40130000ms,60000,1874,2412,0,0.0,1874,2412,0,0.0
xmodelmatch_train,seg,0029_NSR_16272_60s_54580000ms,60000,1852,2391,0,0.0,1852,2391,0,0.0
xmodelmatch_train,seg,0030_NSR_16272_60s_59540000ms,60000,1778,2444,0,0.0,1778,2444,0,0.0
xmodelmatch_train,seg,0031_NSR_16272_60s_64840000ms,60000,1872,2390,0,0.0,1872,2390,0,0.0
xmodelmatch_train,seg,0032_NSR_16272_60s_66120000ms,60000,1868,2324,0,0.0,1868,2324,0,0.0
xmodelmatch_train,seg,0033_NSR_16272_60s_68520000ms,60000,1887,2381,0,0.0,1887,2381,0,0.0
xmodelmatch_train,seg,0034_NSR_16272_60s_68670000ms,60000,1889,2382,0,0.0,1889,2382,0,0.0
xmodelmatch_train,seg,0035_NSR_16272_60s_73700000ms,60000,1384,2573,0,0.0,1384,2573,0,0.0
xmodelmatch_train,seg,0036_NSR_16272_60s_76210000ms,60000,1849,2419,0,0.0,1849,2419,0,0.0
xmodelmatch_train,seg,0037_NSR_16420_60s_2230000ms,60000,1768,2565,0,0.0,1768,2565,0,0.0
xmodelmatch_train,seg,0038_NSR_16420_60s_14780000ms,60000,1753,2551,0,0.0,1753,2551,0,0.0
xmodelmatch_train,seg,0039_NSR_16420_60s_14950000ms,60000,1756,2549,0,0.0,1756,2549,0,0.0
xmodelmatch_train,seg,0040_NSR_16420_60s_16490000ms,60000,1795,2529,0,0.0,1795,2529,0,0.0
xmodelmatch_train,seg,0041_NSR_16420_60s_23210000ms,60000,1838,2499,0,0.0,1838,2499,0,0.0
xmodelmatch_train,seg,0042_NSR_16420_60s_27260000ms,60000,1811,2559,0,0.0,1811,2559,0,0.0
xmodelmatch_train,seg,0043_NSR_16420_60s_29800000ms,60000,1774,2519,0,0.0,1774,2519,0,0.0
xmodelmatch_train,seg,0044_NSR_16420_60s_43140000ms,60000,1834,2492,0,0.0,1834,2492,0,0.0
xmodelmatch_train,seg,0045_NSR_16420_60s_48770000ms,60000,1858,2493,0,0.0,1858,2493,0,0.0
xmodelmatch_train,seg,0046_NSR_16420_60s_48900000ms,60000,1862,2490,0,0.0,1862,2490,0,0.0
xmodelmatch_train,seg,0047_NSR_16420_60s_51120000ms,60000,1837,2527,0,0.0,1837,2527,0,0.0
xmodelmatch_train,seg,0048_NSR_16420_60s_58140000ms,60000,1728,2573,0,0.0,1728,2573,0,0.0
xmodelmatch_train,seg,0049_NSR_16420_60s_63210000ms,60000,1867,2521,0,0.0,1867,2521,0,0.0
xmodelmatch_train,seg,0050_NSR_16420_60s_70020000ms,60000,1821,2565,0,0.0,1821,2565,0,0.0
xmodelmatch_train,seg,0051_NSR_16420_60s_70990000ms,60000,1831,2535,0,0.0,1831,2535,0,0.0
xmodelmatch_train,seg,0052_NSR_16420_60s_71440000ms,60000,1832,2538,0,0.0,1832,2538,0,0.0
xmodelmatch_train,seg,0053_NSR_16420_60s_73130000ms,60000,1855,2505,0,0.0,1855,2505,0,0.0
xmodelmatch_train,seg,0054_NSR_16420_60s_77160000ms,60000,1840,2510,0,0.0,1840,2510,0,0.0
xmodelmatch_train,seg,0055_NSR_16420_60s_77180000ms,60000,1840,2521,0,0.0,1840,2521,0,0.0
xmodelmatch_train,seg,0056_NSR_16483_60s_2410000ms,60000,1704,2525,0,0.0,1704,2525,0,0.0
xmodelmatch_train,seg,0057_NSR_16483_60s_2500000ms,60000,1720,2487,0,0.0,1720,2487,0,0.0
xmodelmatch_train,seg,0058_NSR_16483_60s_5120000ms,60000,1820,2445,0,0.0,1820,2445,0,0.0
xmodelmatch_train,seg,0059_NSR_16483_60s_9250000ms,60000,1635,2572,0,0.0,1635,2572,0,0.0
xmodelmatch_train,seg,0060_NSR_16483_60s_15650000ms,60000,1684,2582,0,0.0,1684,2582,0,0.0
xmodelmatch_train,seg,0061_NSR_16483_60s_21740000ms,60000,1642,2514,0,0.0,1642,2514,0,0.0
xmodelmatch_train,seg,0062_NSR_16483_60s_22600000ms,60000,1802,2525,0,0.0,1802,2525,0,0.0
xmodelmatch_train,seg,0063_NSR_16483_60s_24790000ms,60000,1797,2487,0,0.0,1797,2468,0,0.0
xmodelmatch_train,seg,0064_NSR_16483_60s_25180000ms,60000,1708,2479,0,0.0,1708,2479,0,0.0
xmodelmatch_train,seg,0065_NSR_16483_60s_37100000ms,60000,1846,2489,0,0.0,1846,2487,0,0.0
xmodelmatch_train,seg,0066_NSR_16483_60s_40630000ms,60000,1395,2556,0,0.0,1697,2556,0,0.0
xmodelmatch_train,seg,0067_NSR_16483_60s_50710000ms,60000,1778,2609,0,0.0,1778,2609,0,0.0
xmodelmatch_train,seg,0068_NSR_16483_60s_53870000ms,60000,1765,2617,0,0.0,1765,2617,0,0.0
xmodelmatch_train,seg,0069_NSR_16483_60s_58910000ms,60000,1876,2526,0,0.0,1876,2526,0,0.0
xmodelmatch_train,seg,0070_NSR_16483_60s_68150000ms,60000,1901,2495,0,0.0,1901,2495,0,0.0
xmodelmatch_train,seg,0071_NSR_16483_60s_68430000ms,60000,1866,2524,0,0.0,1866,2524,0,0.0
xmodelmatch_train,seg,0072_NSR_16483_60s_70000000ms,60000,1874,2525,0,0.0,1874,2525,0,0.0
xmodelmatch_train,seg,0073_NSR_16483_60s_70940000ms,60000,1782,2589,0,0.0,1782,2589,0,0.0
xmodelmatch_train,seg,0074_NSR_16795_60s_480000ms,60000,1769,2339,0,0.0,1780,2339,0,0.0
xmodelmatch_train,seg,0075_NSR_16795_60s_2660000ms,60000,1725,2348,0,0.0,1725,2348,0,0.0
xmodelmatch_train,seg,0076_NSR_16795_60s_4310000ms,60000,1703,2321,0,0.0,1703,2321,0,0.0
xmodelmatch_train,seg,0077_NSR_16795_60s_16890000ms,60000,1715,2245,0,0.0,1715,2245,0,0.0
xmodelmatch_train,seg,0078_NSR_16795_60s_18470000ms,60000,1642,2417,0,0.0,1642,2417,0,0.0
xmodelmatch_train,seg,0079_NSR_16795_60s_21940000ms,60000,1682,2345,0,0.0,1682,2345,0,0.0
xmodelmatch_train,seg,0080_NSR_16795_60s_22220000ms,60000,1679,2311,0,0.0,1679,2311,0,0.0
xmodelmatch_train,seg,0081_NSR_16795_60s_25340000ms,60000,1708,2346,0,0.0,1708,2346,0,0.0
xmodelmatch_train,seg,0082_NSR_16795_60s_26270000ms,60000,1752,2330,0,0.0,1752,2330,0,0.0
xmodelmatch_train,seg,0083_NSR_16795_60s_30340000ms,60000,1718,2320,0,0.0,1718,2320,0,0.0
xmodelmatch_train,seg,0084_NSR_16795_60s_34750000ms,60000,1731,2314,0,0.0,1731,2314,0,0.0
xmodelmatch_train,seg,0085_NSR_16795_60s_42420000ms,60000,1775,2409,0,0.0,1775,2409,0,0.0
xmodelmatch_train,seg,0086_NSR_16795_60s_44110000ms,60000,1803,2336,0,0.0,1803,2336,0,0.0
xmodelmatch_train,seg,0087_NSR_16795_60s_55150000ms,60000,1803,2389,0,0.0,1803,2389,0,0.0
xmodelmatch_train,seg,0088_NSR_16795_60s_59300000ms,60000,1799,2384,0,0.0,1799,2384,0,0.0
xmodelmatch_train,seg,0089_NSR_16795_60s_65840000ms,60000,1782,2384,0,0.0,1782,2384,0,0.0
xmodelmatch_train,seg,0090_NSR_16795_60s_66470000ms,60000,1773,2373,0,0.0,1773,2373,0,0.0
xmodelmatch_train,seg,0091_NSR_16795_60s_70690000ms,60000,1795,2370,0,0.0,1795,2370,0,0.0
xmodelmatch_train,seg,0092_NSR_17453_60s_3460000ms,60000,1750,2710,0,0.0,1750,2710,0,0.0
xmodelmatch_train,seg,0093_NSR_17453_60s_9220000ms,60000,1777,2765,0,0.0,1777,2765,0,0.0
xmodelmatch_train,seg,0094_NSR_17453_60s_9740000ms,60000,1654,2673,0,0.0,1654,2673,0,0.0
xmodelmatch_train,seg,0095_NSR_17453_60s_13540000ms,60000,1734,2664,0,0.0,1734,2664,0,0.0
xmodelmatch_train,seg,0096_NSR_17453_60s_14550000ms,60000,1730,2758,0,0.0,1730,2758,0,0.0
xmodelmatch_train,seg,0097_NSR_17453_60s_15700000ms,60000,1737,2737,0,0.0,1737,2737,0,0.0
xmodelmatch_train,seg,0098_NSR_17453_60s_20320000ms,60000,1744,2708,0,0.0,1744,2708,0,0.0
xmodelmatch_train,seg,0099_NSR_17453_60s_21750000ms,60000,1735,2723,0,0.0,1735,2723,0,0.0
xmodelmatch_train,seg,0100_NSR_17453_60s_22000000ms,60000,1737,2716,0,0.0,1737,2716,0,0.0
xmodelmatch_train,seg,0101_NSR_17453_60s_27680000ms,60000,1735,2710,0,0.0,1735,2710,0,0.0
xmodelmatch_train,seg,0102_NSR_17453_60s_39150000ms,60000,1763,2663,0,0.0,1763,2657,0,0.0
xmodelmatch_train,seg,0103_NSR_17453_60s_39560000ms,60000,1789,2633,0,0.0,1789,2633,0,0.0
xmodelmatch_train,seg,0104_NSR_17453_60s_48610000ms,60000,1834,2695,0,0.0,1834,2695,0,0.0
xmodelmatch_train,seg,0105_NSR_17453_60s_50450000ms,60000,1837,2682,0,0.0,1837,2682,0,0.0
xmodelmatch_train,seg,0106_NSR_17453_60s_62500000ms,60000,1838,2681,0,0.0,1838,2681,0,0.0
xmodelmatch_train,seg,0107_NSR_17453_60s_66180000ms,60000,1841,2700,0,0.0,1841,2700,0,0.0
xmodelmatch_train,seg,0108_NSR_17453_60s_68090000ms,60000,1863,2723,0,0.0,1863,2723,0,0.0
xmodelmatch_train,seg,0109_NSR_17453_60s_70960000ms,60000,1839,2693,0,0.0,1839,2693,0,0.0
xmodelmatch_train,seg,0110_NSR_18177_60s_740000ms,60000,1802,2446,0,0.0,1814,2446,0,0.0
xmodelmatch_train,seg,0111_NSR_18177_60s_1190000ms,60000,1894,2433,0,0.0,1894,2409,0,0.0
xmodelmatch_train,seg,0112_NSR_18177_60s_1880000ms,60000,1839,2453,0,0.0,1839,2453,0,0.0
xmodelmatch_train,seg,0113_NSR_18177_60s_7350000ms,60000,1482,2447,0,0.0,1482,2447,0,0.0
xmodelmatch_train,seg,0114_NSR_18177_60s_8410000ms,60000,1898,2485,0,0.0,1898,2485,0,0.0
xmodelmatch_train,seg,0115_NSR_18177_60s_8590000ms,60000,1890,2416,0,0.0,1890,2416,0,0.0
xmodelmatch_train,seg,0116_NSR_18177_60s_8700000ms,60000,1865,2476,0,0.0,1865,2476,0,0.0
xmodelmatch_train,seg,0117_NSR_18177_60s_10090000ms,60000,1880,2380,0,0.0,1880,2380,0,0.0
xmodelmatch_train,seg,0118_NSR_18177_60s_14330000ms,60000,1855,2442,0,0.0,1855,2442,0,0.0
xmodelmatch_train,seg,0119_NSR_18177_60s_32000000ms,60000,1882,2434,0,0.0,1882,2407,0,0.0
xmodelmatch_train,seg,0120_NSR_18177_60s_35000000ms,60000,1884,2422,0,0.0,1884,2422,0,0.0
xmodelmatch_train,seg,0121_NSR_18177_60s_47200000ms,60000,1882,2382,0,0.0,1885,2382,0,0.0
xmodelmatch_train,seg,0122_NSR_18177_60s_55490000ms,60000,1884,2539,0,0.0,1884,2539,0,0.0
xmodelmatch_train,seg,0123_NSR_18177_60s_62180000ms,60000,1888,2541,0,0.0,1888,2541,0,0.0
xmodelmatch_train,seg,0124_NSR_18177_60s_63210000ms,60000,1899,2496,0,0.0,1899,2496,0,0.0
xmodelmatch_train,seg,0125_NSR_18177_60s_70360000ms,60000,1898,2534,0,0.0,1898,2534,0,0.0
xmodelmatch_train,seg,0126_NSR_18177_60s_74870000ms,60000,1907,2440,0,0.0,1907,2440,0,0.0
xmodelmatch_train,seg,0127_NSR_18177_60s_76790000ms,60000,1922,2479,0,0.0,1922,2479,0,0.0
xmodelmatch_train,seg,0128_NSR_18184_60s_2140000ms,60000,1827,2689,0,0.0,1827,2689,0,0.0
xmodelmatch_train,seg,0129_NSR_18184_60s_13620000ms,60000,1837,2726,0,0.0,1837,2726,0,0.0
xmodelmatch_train,seg,0130_NSR_18184_60s_21330000ms,60000,1760,2765,0,0.0,1760,2765,0,0.0
xmodelmatch_train,seg,0131_NSR_18184_60s_24480000ms,60000,1886,2684,0,0.0,1886,2684,0,0.0
xmodelmatch_train,seg,0132_NSR_18184_60s_25690000ms,60000,1906,2676,0,0.0,1908,2676,0,0.0
xmodelmatch_train,seg,0133_NSR_18184_60s_35760000ms,60000,1724,2744,0,0.0,1724,2744,0,0.0
xmodelmatch_train,seg,0134_NSR_18184_60s_37350000ms,60000,1802,2707,0,0.0,1802,2707,0,0.0
xmodelmatch_train,seg,0135_NSR_18184_60s_37900000ms,60000,1804,2725,0,0.0,1804,2725,0,0.0
xmodelmatch_train,seg,0136_NSR_18184_60s_40740000ms,60000,1254,2703,0,0.0,1790,2703,0,0.0
xmodelmatch_train,seg,0137_NSR_18184_60s_44590000ms,60000,1824,2677,0,0.0,1824,2677,0,0.0
xmodelmatch_train,seg,0138_NSR_18184_60s_51430000ms,60000,1870,2715,0,0.0,1870,2715,0,0.0
xmodelmatch_train,seg,0139_NSR_18184_60s_53310000ms,60000,1836,2687,0,0.0,1836,2687,0,0.0
xmodelmatch_train,seg,0140_NSR_18184_60s_53840000ms,60000,1846,2691,0,0.0,1846,2691,0,0.0
xmodelmatch_train,seg,0141_NSR_18184_60s_58530000ms,60000,1829,2699,0,0.0,1829,2693,0,0.0
xmodelmatch_train,seg,0142_NSR_18184_60s_58560000ms,60000,1354,2692,0,0.0,1831,2692,0,0.0
xmodelmatch_train,seg,0143_NSR_18184_60s_58970000ms,60000,1811,2702,0,0.0,1811,2702,0,0.0
xmodelmatch_train,seg,0144_NSR_18184_60s_67240000ms,60000,1845,2691,0,0.0,1845,2691,0,0.0
xmodelmatch_train,seg,0145_NSR_18184_60s_71320000ms,60000,1888,2735,0,0.0,1888,2735,0,0.0
xmodelmatch_train,seg,0146_NSR_19088_60s_2530000ms,60000,1931,2278,0,0.0,1931,2278,0,0.0
xmodelmatch_train,seg,0147_NSR_19088_60s_8680000ms,60000,1910,2308,0,0.0,1910,2308,0,0.0
xmodelmatch_train,seg,0148_NSR_19088_60s_8760000ms,60000,1923,2309,0,0.0,1923,2309,0,0.0
xmodelmatch_train,seg,0149_NSR_19088_60s_11790000ms,60000,1911,2294,0,0.0,1911,2294,0,0.0
xmodelmatch_train,seg,0150_NSR_19088_60s_13660000ms,60000,1899,2287,0,0.0,1899,2287,0,0.0
xmodelmatch_train,seg,0151_NSR_19088_60s_18120000ms,60000,1914,2298,0,0.0,1914,2298,0,0.0
xmodelmatch_train,seg,0152_NSR_19088_60s_19960000ms,60000,1782,2305,0,0.0,1920,2305,0,0.0
xmodelmatch_train,seg,0153_NSR_19088_60s_26010000ms,60000,1925,2283,0,0.0,1925,2283,0,0.0
xmodelmatch_train,seg,0154_NSR_19088_60s_30880000ms,60000,1919,2332,0,0.0,1919,2332,0,0.0
xmodelmatch_train,seg,0155_NSR_19088_60s_34250000ms,60000,1914,2326,0,0.0,1914,2326,0,0.0
xmodelmatch_train,seg,0156_NSR_19088_60s_36050000ms,60000,1929,2284,0,0.0,1929,2284,0,0.0
xmodelmatch_train,seg,0157_NSR_19088_60s_38270000ms,60000,1970,2305,0,0.0,1970,2299,0,0.0
xmodelmatch_train,seg,0158_NSR_19088_60s_44860000ms,60000,1958,2295,0,0.0,1958,2295,0,0.0
xmodelmatch_train,seg,0159_NSR_19088_60s_46190000ms,60000,1961,2286,0,0.0,1961,2286,0,0.0
xmodelmatch_train,seg,0160_NSR_19088_60s_49230000ms,60000,1972,2276,0,0.0,1972,2276,0,0.0
xmodelmatch_train,seg,0161_NSR_19088_60s_61400000ms,60000,1967,2281,0,0.0,1967,2281,0,0.0
xmodelmatch_train,seg,0162_NSR_19088_60s_62660000ms,60000,1972,2276,0,0.0,1972,2276,0,0.0
xmodelmatch_train,seg,0163_NSR_19088_60s_68770000ms,60000,1968,2246,0,0.0,1968,2246,0,0.0
xmodelmatch_train,seg,0164_NSR_19093_60s_2020000ms,60000,1642,2664,0,0.0,1642,2664,0,0.0
xmodelmatch_train,seg,0165_NSR_19093_60s_5570000ms,60000,1647,2709,0,0.0,1647,2709,0,0.0
xmodelmatch_train,seg,0166_NSR_19093_60s_7070000ms,60000,1694,2710,0,0.0,1694,2710,0,0.0
xmodelmatch_train,seg,0167_NSR_19093_60s_9990000ms,60000,1457,2718,0,0.0,1697,2718,0,0.0
xmodelmatch_train,seg,0168_NSR_19093_60s_11070000ms,60000,1680,2705,0,0.0,1680,2705,0,0.0
xmodelmatch_train,seg,0169_NSR_19093_60s_13700000ms,60000,1689,2731,0,0.0,1689,2731,0,0.0
xmodelmatch_train,seg,0170_NSR_19093_60s_18670000ms,60000,1682,2728,0,0.0,1682,2728,0,0.0
xmodelmatch_train,seg,0171_NSR_19093_60s_23820000ms,60000,1664,2703,0,0.0,1664,2703,0,0.0
xmodelmatch_train,seg,0172_NSR_19093_60s_28190000ms,60000,1678,2714,0,0.0,1678,2714,0,0.0
xmodelmatch_train,seg,0173_NSR_19093_60s_30460000ms,60000,1669,2704,0,0.0,1669,2704,0,0.0
xmodelmatch_train,seg,0174_NSR_19093_60s_37650000ms,60000,1744,2711,0,0.0,1744,2711,0,0.0
xmodelmatch_train,seg,0175_NSR_19093_60s_37790000ms,60000,1715,2726,0,0.0,1715,2726,0,0.0
xmodelmatch_train,seg,0176_NSR_19093_60s_54300000ms,60000,1688,2702,0,0.0,1688,2702,0,0.0
xmodelmatch_train,seg,0177_NSR_19093_60s_56970000ms,60000,1699,2725,0,0.0,1699,2723,0,0.0
xmodelmatch_train,seg,0178_NSR_19093_60s_60050000ms,60000,1707,2716,0,0.0,1707,2716,0,0.0
xmodelmatch_train,seg,0179_NSR_19093_60s_64440000ms,60000,1521,2386,0,0.0,1521,2386,0,0.0
xmodelmatch_train,seg,0180_NSR_19093_60s_64590000ms,60000,1519,2411,0,0.0,1523,2411,0,0.0
xmodelmatch_train,seg,0181_NSR_19093_60s_70720000ms,60000,1694,2710,0,0.0,1694,2710,0,0.0
xmodelmatch_train,seg,0182_NSR_19830_60s_1120000ms,60000,1991,2270,0,0.0,1991,2270,0,0.0
xmodelmatch_train,seg,0183_NSR_19830_60s_12610000ms,60000,1966,2335,0,0.0,1966,2335,0,0.0
xmodelmatch_train,seg,0184_NSR_19830_60s_13580000ms,60000,1952,2335,0,0.0,1952,2331,0,0.0
xmodelmatch_train,seg,0185_NSR_19830_60s_15120000ms,60000,1965,2330,0,0.0,1965,2330,0,0.0
xmodelmatch_train,seg,0186_NSR_19830_60s_15780000ms,60000,1959,2333,0,0.0,1959,2333,0,0.0
xmodelmatch_train,seg,0187_NSR_19830_60s_20720000ms,60000,1961,2358,0,0.0,1961,2358,0,0.0
xmodelmatch_train,seg,0188_NSR_19830_60s_22420000ms,60000,1968,2318,0,0.0,1968,2318,0,0.0
xmodelmatch_train,seg,0189_NSR_19830_60s_24650000ms,60000,1967,2342,0,0.0,1967,2342,0,0.0
xmodelmatch_train,seg,0190_NSR_19830_60s_25350000ms,60000,1965,2341,0,0.0,1965,2341,0,0.0
xmodelmatch_train,seg,0191_NSR_19830_60s_26800000ms,60000,1978,2316,0,0.0,1978,2316,0,0.0
xmodelmatch_train,seg,0192_NSR_19830_60s_29270000ms,60000,1976,2350,0,0.0,1976,2350,0,0.0
xmodelmatch_train,seg,0193_NSR_19830_60s_29920000ms,60000,1977,2359,0,0.0,1977,2359,0,0.0
xmodelmatch_train,seg,0194_NSR_19830_60s_31900000ms,60000,1937,2340,0,0.0,1937,2340,0,0.0
xmodelmatch_train,seg,0195_NSR_19830_60s_38790000ms,60000,1944,2334,0,0.0,1944,2334,0,0.0
xmodelmatch_train,seg,0196_NSR_19830_60s_40190000ms,60000,1947,2380,0,0.0,1947,2380,0,0.0
xmodelmatch_train,seg,0197_NSR_19830_60s_46890000ms,60000,1982,2362,0,0.0,1982,2362,0,0.0
xmodelmatch_train,seg,0198_NSR_19830_60s_52370000ms,60000,1976,2306,0,0.0,1976,2306,0,0.0
xmodelmatch_train,seg,0199_NSR_19830_60s_57400000ms,60000,1974,2329,0,0.0,1982,2329,0,0.0
xmodelmatch_train,seg,0200_CHF_chf03_60s_1600000ms,60000,1637,2248,0,0.0,1637,2248,0,0.0
xmodelmatch_train,seg,0201_CHF_chf03_60s_1920000ms,60000,1747,2488,0,0.0,1747,2488,0,0.0
xmodelmatch_train,seg,0202_CHF_chf03_60s_7200000ms,60000,1569,2341,0,0.0,1569,2341,0,0.0
xmodelmatch_train,seg,0203_CHF_chf03_60s_11940000ms,60000,1701,2225,0,0.0,1701,2225,0,0.0
xmodelmatch_train,seg,0204_CHF_chf03_60s_13760000ms,60000,1670,2278,0,0.0,1670,2278,0,0.0
xmodelmatch_train,seg,0205_CHF_chf03_60s_14430000ms,60000,1747,2207,0,0.0,1747,2207,0,0.0
xmodelmatch_train,seg,0206_CHF_chf03_60s_16170000ms,60000,1650,2238,0,0.0,1650,2238,0,0.0
xmodelmatch_train,seg,0207_CHF_chf03_60s_18210000ms,60000,1703,2211,0,0.0,1703,2211,0,0.0
xmodelmatch_train,seg,0208_CHF_chf03_60s_20660000ms,60000,1683,2235,0,0.0,1683,2235,0,0.0
xmodelmatch_train,seg,0209_CHF_chf03_60s_21570000ms,60000,1765,2164,0,0.0,1765,2164,0,0.0
xmodelmatch_train,seg,0210_CHF_chf03_60s_23490000ms,60000,1625,2261,0,0.0,1625,2261,0,0.0
