case_id,label,expected_class,pred_class,pred_valid,correct,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,score_nsr,score_chf,score_arr,score_aff,ectopic_pair_count,rr_alt_count,amp_jump_count,width_jump_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_terminal_delay_count,qrs_late_energy_count,qrs_asymmetry_count,qrs_peak_to_tail_count,qrs_pvc_like_count,qrs_rbbb_like_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,qrs_maf_late_event_sum,qrs_maf_late_energy_sum,qrs_maf_asymmetry_sum,qrs_maf_peak_tail_sum,qrs_template_mismatch_count,qrs_template_strong_count,qrs_template_width_count,qrs_template_energy_count,qrs_template_tail_count,qrs_template_score_sum,qrs_template_ready_count,abnormal_beat_valid_count,abnormal_beat_count,abnormal_beat_mid_count,abnormal_beat_high_count,abnormal_beat_strong_count,abnormal_beat_score_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,score_arr_before_eerg,mem_file
242,CHF,1,1,1,1,70,68,0,139,5385,867,68,68,170,37,27,25,23,16,12,10,9,8,3,0,0,0,0,0,2257,-28452,-104469,-58530,0,0,0,0,70,6,116,6,0,0,0,0,0,0,0,0,5874,87,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,70,68,1,0,70,0,0,70,0,0,68,0,68,170,-104469,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0087_CHF_chf14_60s_6090000ms.mem
243,CHF,1,1,1,1,85,83,0,0,589,621,83,83,94,46,16,11,10,5,3,2,1,0,0,0,0,0,0,0,-68441,-15309,-43883,-5718,0,0,0,0,85,9,79,9,0,1,0,0,0,0,0,0,3124,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,38,48,38,1,0,85,0,0,85,0,0,83,0,83,94,-43883,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0088_CHF_chf14_60s_14870000ms.mem
244,CHF,1,1,1,1,79,74,3,38,1925,1012,74,77,86,37,10,3,3,3,3,3,3,3,3,3,3,3,3,3,-68268,15236,-76470,-43035,0,0,0,0,79,2,19,1,0,2,0,0,0,0,0,0,6615,38,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,75,0,0,0,79,0,0,79,0,0,77,3,77,86,-76470,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0089_CHF_chf14_60s_19650000ms.mem
245,CHF,1,1,1,1,80,78,0,0,1452,600,78,78,234,55,46,39,34,22,12,10,7,4,3,1,1,0,0,0,-22467,-21195,-55023,-31321,0,0,0,0,80,5,43,5,0,0,0,0,0,0,0,0,4803,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,18,21,18,1,0,80,0,0,80,0,0,78,0,78,234,-55023,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0090_CHF_chf14_60s_23670000ms.mem
246,CHF,1,1,1,1,80,78,0,0,1007,664,78,78,201,47,37,30,23,18,16,13,10,5,2,0,0,0,0,0,-7143,-19924,-82088,-30193,0,0,0,0,80,9,81,8,0,1,0,0,0,0,0,0,4479,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,10,21,10,1,0,80,0,0,80,0,0,78,0,78,201,-82088,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0091_CHF_chf14_60s_24120000ms.mem
247,CHF,1,2,1,0,80,78,0,0,885,480,78,78,286,72,64,52,38,22,18,12,5,2,1,0,0,0,0,0,-108940,-80704,115434,-40572,0,0,0,0,79,8,66,7,0,1,0,0,0,0,0,0,7397,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6,11,6,1,1,79,0,0,79,0,0,78,0,78,286,115434,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0092_CHF_chf14_60s_33670000ms.mem
248,CHF,1,1,1,1,76,74,0,151,5191,1215,74,74,56,32,12,3,2,2,2,2,1,0,0,0,0,0,0,0,-33029,-24822,-94376,-78908,0,0,0,0,76,8,165,6,0,2,0,0,0,0,0,0,1727,151,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,72,5,1,0,76,0,0,76,0,0,74,0,74,56,-94376,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0093_CHF_chf14_60s_46670000ms.mem
249,CHF,1,1,1,1,81,79,0,128,3371,1175,79,79,197,37,33,32,30,21,12,12,10,7,3,0,0,0,0,0,48765,-19086,-159368,-76269,0,0,0,0,81,6,89,5,0,1,0,0,0,0,0,0,5778,128,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5,58,5,1,0,81,0,0,81,0,0,79,0,79,197,-159368,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0094_CHF_chf14_60s_47770000ms.mem
250,CHF,1,1,1,1,71,64,5,130,2419,254,64,69,323,57,48,40,37,29,26,23,18,13,9,6,5,4,4,4,26254,-101400,-19246,9989,1,0,0,0,71,7,81,7,0,0,0,0,0,0,0,0,3333,125,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,2,2,0,0,71,0,0,71,2,1,69,5,69,323,-19246,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0095_CHF_chf14_60s_53800000ms.mem
251,CHF,1,1,1,1,80,76,2,10,2252,932,76,78,201,41,32,30,26,18,11,11,10,8,3,3,2,2,2,2,-48736,29274,-111557,-60073,0,0,0,0,80,11,152,8,0,6,0,0,0,0,0,0,3573,8,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,51,58,51,1,0,80,0,0,80,0,0,78,2,78,201,-111557,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0096_CHF_chf14_60s_55700000ms.mem
252,CHF,1,1,1,1,75,73,0,0,2775,645,72,73,249,56,51,45,35,20,16,13,9,4,0,0,0,0,0,0,-8601,-8565,-62354,-59576,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,6401,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,32,32,1,0,74,0,0,74,0,0,73,0,73,249,-62354,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0097_CHF_chf14_60s_60420000ms.mem
253,CHF,1,1,1,1,64,62,0,10,2298,535,62,62,210,52,43,35,28,21,17,9,5,0,0,0,0,0,0,0,6467,-27053,-33816,-61042,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,5609,10,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23,23,23,1,0,64,0,0,64,0,0,62,0,62,210,-33816,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0098_CHF_chf14_60s_67780000ms.mem
254,CHF,1,2,1,0,67,48,17,133,4092,230,48,65,313,42,29,26,24,22,21,19,19,18,18,17,15,15,14,14,-105905,-32111,-1948,43278,5,0,0,0,67,8,104,8,0,0,0,0,0,0,0,0,5498,130,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,3,3,0,0,67,0,0,67,7,5,65,17,65,313,-1948,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0099_CHF_chf14_60s_69530000ms.mem
255,ARR,2,1,1,0,73,71,0,0,504,565,71,71,122,50,32,21,13,4,2,0,0,0,0,0,0,0,0,0,-32886,-31879,-4831,-40254,0,0,0,0,73,4,17,4,0,0,0,0,0,0,0,0,6685,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,3,0,0,0,73,0,0,73,0,0,71,0,71,122,-4831,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0100_ARR_102_60s_310000ms.mem
256,ARR,2,2,1,1,73,69,2,2,492,618,69,71,142,51,32,20,14,5,2,2,2,2,2,2,2,2,2,2,-92658,-67782,44891,-25788,0,0,0,0,73,18,66,18,0,0,0,0,0,0,0,0,4171,2,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,6,0,0,0,73,0,0,73,1,0,71,2,71,142,44891,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0101_ARR_102_60s_540000ms.mem
257,ARR,2,2,1,1,73,71,0,0,475,566,71,71,125,54,37,20,11,3,0,0,0,0,0,0,0,0,0,0,-77536,-77253,56729,-34353,0,0,0,0,73,16,57,16,0,0,0,0,0,0,0,0,3974,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,2,0,0,0,73,0,0,73,0,0,71,0,71,125,56729,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0102_ARR_102_60s_750000ms.mem
258,ARR,2,2,1,1,72,70,0,0,483,551,70,70,128,56,37,23,10,2,0,0,0,0,0,0,0,0,0,0,-32368,-42136,22697,-48167,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,6939,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,5,0,0,0,72,0,0,72,0,0,70,0,70,128,22697,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0103_ARR_102_60s_790000ms.mem
259,ARR,2,2,1,1,73,70,0,0,495,557,70,71,128,55,37,22,10,3,1,0,0,0,0,0,0,0,0,0,-30900,-40062,16871,-46717,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,7022,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,10,0,0,0,72,0,0,72,0,0,70,0,71,128,16871,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0104_ARR_102_60s_1150000ms.mem
260,ARR,2,2,1,1,73,71,0,0,500,567,71,71,115,50,32,20,8,4,1,0,0,0,0,0,0,0,0,0,-74714,-73346,39331,-29808,0,0,0,0,73,19,60,19,0,0,0,0,0,0,0,0,4208,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,15,0,0,0,73,0,0,73,0,0,71,0,71,115,39331,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0105_ARR_102_60s_1500000ms.mem
261,ARR,2,2,1,1,73,71,0,0,517,565,71,71,115,50,33,16,9,4,2,1,0,0,0,0,0,0,0,0,-29104,-29305,-3696,-40304,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,6885,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,15,0,0,0,73,0,0,73,0,0,71,0,71,115,-3696,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0106_ARR_102_60s_1580000ms.mem
262,ARR,2,2,1,1,82,76,4,40,803,832,76,80,288,60,45,36,29,28,21,17,12,10,8,6,4,4,4,4,-158439,-97782,101765,-15462,1,0,0,0,82,19,63,19,0,0,0,0,0,0,0,0,7927,39,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,8,43,8,1,1,82,0,0,82,12,1,80,4,80,288,101765,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0407_ARR_104_60s_50000ms.mem
263,ARR,2,2,1,1,76,48,26,38,721,430,48,74,479,56,44,39,34,32,32,31,28,27,27,26,26,26,26,25,-222261,-59544,86294,76516,8,0,0,0,76,23,69,23,0,0,0,0,0,0,0,0,2805,29,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,20,32,20,0,0,76,0,0,76,9,8,74,26,74,479,86294,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0408_ARR_104_60s_140000ms.mem
264,ARR,2,2,1,1,82,70,10,67,1149,934,70,80,289,58,43,29,24,18,15,14,13,13,12,10,10,10,10,10,-113533,-84905,41246,-19113,5,0,0,0,82,17,57,17,0,0,0,0,0,0,0,0,7012,64,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4,25,4,0,0,82,0,0,82,16,5,80,10,80,289,41246,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0409_ARR_104_60s_190000ms.mem
265,ARR,2,2,1,1,74,71,1,45,904,907,70,72,230,63,52,39,20,14,10,9,9,7,4,1,1,1,0,0,-13877,-99989,25057,-70791,0,0,0,0,74,10,40,10,0,0,0,0,0,0,0,0,2674,45,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,28,2,0,0,74,0,0,74,0,0,72,1,72,230,25057,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0411_ARR_104_60s_510000ms.mem
266,ARR,2,2,1,1,74,71,1,28,715,744,71,72,200,52,42,34,19,15,13,8,7,3,2,1,1,1,1,1,23406,-42591,-47658,-57089,0,0,0,0,74,1,2,1,0,0,0,0,0,0,0,0,5130,28,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,18,0,0,0,74,0,0,74,0,0,72,1,72,200,-47658,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0412_ARR_104_60s_1270000ms.mem
267,ARR,2,2,1,1,74,72,0,32,730,818,72,72,160,54,34,24,17,13,10,5,3,0,0,0,0,0,0,0,91,-54724,-20625,-59207,0,0,0,0,74,2,14,2,0,0,0,0,0,0,0,0,1855,32,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,17,0,0,0,74,0,0,74,0,0,72,0,72,160,-20625,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0413_ARR_104_60s_1310000ms.mem
268,ARR,2,2,1,1,73,66,5,141,5834,1168,66,71,175,50,34,23,11,6,6,5,5,5,5,5,5,5,5,5,-222781,-88937,130137,-69332,1,0,0,0,73,18,248,18,0,0,0,0,0,0,0,0,4242,89,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,58,64,58,1,1,73,0,0,73,1,1,71,5,71,175,130137,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0414_ARR_107_60s_570000ms.mem
269,ARR,2,2,1,1,72,60,10,141,5752,1243,60,70,254,55,42,27,16,12,11,11,11,10,10,10,10,10,10,9,-217862,-51684,115822,-76749,0,0,0,0,72,5,95,2,0,3,0,0,0,0,0,0,6039,93,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,42,60,42,1,1,72,0,0,72,6,0,70,10,70,254,115822,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0415_ARR_107_60s_960000ms.mem
270,ARR,2,2,1,1,73,63,8,141,5848,1374,63,71,221,57,39,20,15,11,9,9,8,8,8,8,8,7,7,7,-247269,-80727,147564,-86172,0,0,0,0,72,13,209,11,0,4,0,0,0,0,0,0,4250,89,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,56,65,56,1,1,72,0,0,72,0,0,71,8,71,221,147564,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0416_ARR_107_60s_1220000ms.mem
271,ARR,2,2,1,1,74,65,7,137,5633,1624,64,72,211,56,36,23,15,10,8,8,8,8,8,7,7,7,5,5,-248062,-97054,141678,-98751,0,0,0,0,74,19,281,18,0,1,0,0,0,0,0,0,4540,101,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,45,59,45,1,1,74,0,0,74,0,0,72,7,72,211,141678,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0417_ARR_107_60s_1420000ms.mem
272,ARR,2,2,1,1,72,69,1,140,6375,1396,69,70,123,50,32,19,9,3,1,1,1,1,1,1,1,1,1,1,-172198,-51758,84714,-115345,0,0,0,0,72,2,31,2,0,0,0,0,0,0,0,0,5107,76,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,67,70,67,1,1,72,0,0,72,0,0,70,1,70,123,84714,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0418_ARR_107_60s_1620000ms.mem
273,ARR,2,2,1,1,72,63,7,136,6724,1587,63,70,236,56,39,26,18,14,12,11,9,8,8,7,7,7,7,7,-215752,-50150,102730,-115562,3,0,0,0,72,2,34,2,0,0,0,0,0,0,0,0,5435,85,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,65,68,65,1,1,72,0,0,72,2,3,70,7,70,236,102730,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0419_ARR_107_60s_1690000ms.mem
274,ARR,2,2,1,1,72,60,10,136,6731,1522,60,70,266,56,41,30,19,14,14,12,10,10,10,10,10,10,10,10,-233491,-47463,110870,-101916,3,0,0,0,72,3,50,3,0,0,0,0,0,0,0,0,5359,84,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,65,67,65,1,1,72,0,0,72,3,3,70,10,70,266,110870,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0420_ARR_107_60s_1700000ms.mem
275,ARR,2,2,1,1,69,59,8,135,7248,1503,59,67,228,55,38,24,17,12,10,9,9,9,8,8,8,7,7,7,-261509,-65664,135952,-99417,0,0,0,0,69,11,203,10,0,1,0,0,0,0,0,0,3447,82,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,66,67,66,1,1,69,0,0,69,0,0,67,8,67,228,135952,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0421_ARR_107_60s_1730000ms.mem
276,ARR,2,2,1,1,56,33,21,0,126,107,33,54,442,52,48,39,34,32,30,26,26,25,23,22,22,21,21,21,-115680,-6158,62711,27834,10,0,0,0,56,1,0,1,0,0,0,0,0,0,0,0,3745,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,56,0,0,56,7,10,54,21,54,442,62711,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0108_ARR_114_60s_230000ms.mem
277,ARR,2,2,1,1,56,39,15,0,91,132,39,54,373,48,41,33,31,29,28,24,23,21,19,17,15,15,15,14,-63738,-4464,18846,15022,8,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3797,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,2,0,0,0,56,0,0,56,4,8,54,15,54,373,18846,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0109_ARR_114_60s_270000ms.mem
278,ARR,2,2,1,1,55,36,17,0,137,135,36,53,430,50,46,41,38,33,32,29,26,25,23,19,17,17,17,17,-64507,1023,18966,10532,11,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3639,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,0,0,0,55,0,0,55,6,11,53,17,53,430,18966,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0110_ARR_114_60s_360000ms.mem
279,ARR,2,2,1,1,54,36,16,0,98,36,36,52,367,46,42,37,32,27,23,23,21,18,18,17,17,16,15,15,-65297,92,23961,17204,7,0,0,0,54,1,1,1,0,0,0,0,0,0,0,0,3420,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,0,0,0,54,0,0,54,7,7,52,16,52,367,23961,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0111_ARR_114_60s_430000ms.mem
280,ARR,2,2,1,1,90,70,18,158,3443,828,70,88,413,62,44,36,32,32,29,26,25,24,18,18,18,18,16,15,-145642,-94141,19534,36248,5,0,0,0,90,17,134,17,0,2,0,0,0,0,0,0,3739,155,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,10,13,10,0,0,90,0,0,90,4,5,88,18,88,413,19534,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0437_ARR_118_60s_490000ms.mem
281,ARR,2,2,1,1,82,67,12,139,3118,795,67,80,360,62,49,36,32,25,25,20,18,16,14,13,13,13,12,12,-89833,-82317,13249,-6112,1,0,0,0,81,11,97,8,0,5,0,0,0,0,0,0,3110,121,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2,9,2,0,0,81,0,0,81,2,1,79,12,80,360,13249,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0438_ARR_118_60s_760000ms.mem
282,ARR,2,2,1,1,74,64,8,148,3307,704,64,72,218,50,31,21,15,12,11,10,10,10,10,8,8,8,7,7,-59786,-68365,3125,-24446,3,0,0,0,74,8,94,7,0,3,0,0,0,0,0,0,5089,73,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1,1,1,0,0,74,0,0,74,3,3,72,8,72,218,3125,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0439_ARR_118_60s_870000ms.mem
283,ARR,2,2,1,1,77,62,13,148,3349,681,62,75,400,70,58,46,37,27,24,23,18,16,14,14,14,13,13,13,-78008,-90900,50015,-28571,5,0,0,0,77,9,103,5,0,6,0,0,0,0,0,0,3241,116,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2,5,2,0,0,77,0,0,77,4,5,75,13,75,400,50015,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0440_ARR_118_60s_970000ms.mem
284,ARR,2,0,1,0,71,66,3,129,2563,635,65,69,128,50,28,11,5,4,3,3,3,3,3,3,3,3,3,3,-28857,-83869,25995,-34244,1,0,0,0,70,2,21,2,0,0,0,0,0,0,0,0,4563,71,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1,0,0,0,70,0,0,70,1,1,68,3,69,128,25995,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0441_ARR_118_60s_1450000ms.mem
285,ARR,2,2,1,1,71,63,6,127,2939,657,63,69,163,51,27,12,7,6,6,6,6,6,6,6,6,6,6,6,-62441,-76182,32377,-21206,1,0,0,0,71,2,22,2,0,0,0,0,0,0,0,0,4670,67,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,1,0,0,0,71,0,0,71,2,1,69,6,69,163,32377,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0442_ARR_118_60s_1490000ms.mem
286,ARR,2,2,1,1,71,63,6,138,3004,676,63,69,166,52,28,13,7,6,6,6,6,6,6,6,6,6,6,6,-51368,-79116,30616,-25439,1,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,4915,73,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,71,0,0,71,2,1,69,6,69,166,30616,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0443_ARR_118_60s_1500000ms.mem
287,ARR,2,2,1,1,71,62,7,117,2513,649,62,69,173,45,25,13,12,8,8,7,7,7,7,7,7,7,7,6,-49555,-51119,-2221,-21201,3,0,0,0,71,3,31,3,0,0,0,0,0,0,0,0,4623,70,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,1,1,0,0,71,0,0,71,3,3,69,7,69,173,-2221,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0444_ARR_118_60s_1550000ms.mem
288,ARR,2,2,1,1,107,69,35,24,1554,705,69,105,904,99,90,87,79,74,66,61,59,54,49,45,40,35,34,32,-344472,-96502,107351,146314,11,0,0,0,106,30,156,30,0,2,0,0,0,0,0,0,6432,19,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7,13,7,0,0,106,0,0,106,22,11,104,35,105,904,107351,C:/Users/YangGeon/SNN_ECG_RESTORE_MODEL_S/datasets/afe_output_xmodelmatch_curated_v2_50_25_25/signed/train/0116_ARR_200_60s_260000ms.mem
